company_na,state,region,lat,long,address,phone,email,locality,avg_ope_da,weeks,avg_client,number_yea,avg_cost_d,gross_rev_,avg_cost_s,gross_re_1,avg_operat,net_rev_sc,net_rev_sn,owner_nati,operationa,type_of_bu,n_of_store,employees,diving_imp,certificat,trip_price,trip_pri_1,n_boats,boat_capac,site_healt,conservati,mpa_suppor,fishing,fishing_im,involvemen,interest_j
SUN_RIDER_ADVENTURES,BAJA CALIFORNIA SUR,Northwest Mexico,22.8776219,-109.9103787,"Plaza Gali, Blvd. Paseo de la Marina s/n, Centro, 23450 Cabo San Lucas, B.C.S.","01152 624 143 2252, 01152 624 143 2252, 619 354 3090","info@sunridertours.com, rp@sunridertours.com",CABO_SAN_LUCAS,7,52,750,273000,100,5460000,70,11466000,63,2020200,4242420,MEXICAN,20,Large sized business owned by with 2 or more people,2,50,10,"PADI, SSI",100,70,6,100,10,10,10,Yes,8,10,5
SUN_RIDER_ADVENTURES,BAJA CALIFORNIA SUR,Northwest Mexico,22.8776219,-109.9103787,"Paseo Alvaro Obregon 1775, Zona Central, 23000 La Paz, B.C.S.","01152 624 143 2252, 01152 624 143 2252, 619 354 3090","info@sunridertours.com, rp@sunridertours.com",LA_PAZ,7,52,237.5,86450,100,1729000,60,3112200,63,639730,1151514,MEXICAN,20,Large sized business owned by with 2 or more people,2,50,10,"PADI, SSI",100,70,6,100,10,10,10,Yes,8,10,5
SWISS_DIVERS_ASSOCIATION,GUERRERO,Mexican Pacific,16.82992,-99.901361,"Cerro San Martin 325, Int. Hotel Caleta, Las Playas, 39390 Acapulco, Gro.",01 744 482 1357,info@swissdivers.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKATA_EXPERIENCE,QUINTANA ROO,Yucatan Peninsula,18.703516,-87.714332,"Carretera Mahahual � Xcalak, Km 2.6, S/N Manzana 29, Lote 11, Mahahual,  Q. R. Mexico",01 983 176 5853,info@takataexperience.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TANK_HA_DIVE_CENTER,QUINTANA ROO,Yucatan Peninsula,20.630363,-87.068846,"Avenida 1 entre Calles 20 y 22, Centro, 77710 Playa del Carmen, Q.R.",(984) 8730302,dive@tankha.com,PLAYA_DEL_CARMEN,7,52,48.88888889,17795.55556,80,1281280,60,23579.11112,72,358758.4,6602.151113,MEXICAN,30,,1,,9,PADI,80,60,,,3,,8,Yes,8,10,10
TRES_PELICANOS,QUINTANA ROO,Yucatan Peninsula,20.507303,-86.952168,"Calle 5 Sur 400B, Centro, 77600 San Miguel de Cozumel, Q.R.",01 987 869 1168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TULAKA_DIVING,QUINTANA ROO,Yucatan Peninsula,20.849669,-86.876196,"Ni�os Heroes MZ6LT14 77580 Puerto Morelos, Quintana Roo",9982070000,tulakadiving@gmail.com,PUERTO_MORELOS,7,52,28.33333333,10313.33333,90,371280,35,216580,72,103958.4,60642.4,SPANISH,6,Family business,1,4,10,"PADI, NTD",90,35,1,8,8,10,10,Yes,3,10,10
UNIVERSIDAD_VERACRUZANA,VERACRUZ,Gulf of Mexico,20.952862,-97.456703,CARRETERA TUXPAN-TAMPICO KM 7.5,7821090000,fmartos@uv.mx,TUXPAN,2,52,25,2600,70,182000,25,650,70,54600,195,MEXICAN,11,Family business,1,5,10,SSI,70,25,1,12,5,10,10,Yes,10,10,10
VALLARTA_ADVENTURES,NAYARIT,Northwest Mexico,20.691266,-105.2885,"C, M�stil 13, Marina Vallarta, 48335 Puerto Vallarta, Jal.",01 322 297 1212,info@vallartaadventures.com,BAHIA_DE_BANDERAS,7,52,63.125,22977.5,122,280325.5,80,1286740,63,103720.435,476093.8,MEXICAN,22,Large sized business owned by one person,2,,2,PADI,122,80,15,,6,10,10,Yes,10,10,10
VALLARTA_BY_BOAT,JALISCO,Northwest Mexico,20.639589,-105.226564,"R�o Amarillo 193, D�az Ordaz, 48310 Puerto Vallarta, Jal.",322 22 12510,contacto@vallartabyboat.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VALLARTA_TOURS,JALISCO,Northwest Mexico,20.662188,-105.251141,"Condomios Palmas 1 Local 14 Terraza Malecon, Marina Vallarta, 48335 Puerto Vallarta, Jal.",01 322 134 5432,vallartatours@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VALLARTA_UNDERSEA,JALISCO,Northwest Mexico,20.665687,-105.248831,"Condominios Marina del Rey, Proa S/N, Marina Vallarta, 48450 Puerto Vallarta, Jal.",01 322 209 0025,godive@vallartaundersea.com.mx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VENTANA_WINDSPORTS,BAJA CALIFORNIA SUR,Northwest Mexico,24.0477626,-109.9904568,"Calle Gilberto Aviles Aviles, La Ventana, B.C.S., Mexico (From GoogleMaps)",011 52 612 114-0065,Info@VentaWindsports.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERACRUZ_ADVENTURES,VERACRUZ,Gulf of Mexico,20.955144,-97.41373,Pino Su�rez #3191 entre S�nchez tagle y campero Col. Centro,"229 213 75 28, 229 213 75 30","veradventures@ver.megared.net.mx, franciscojavierpinopoxtan@hotmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIDA_AQUATICA_DIVECENTER,QUINTANA ROO,Yucatan Peninsula,20.632788,-87.063611,"Calle 38 N. and Zona Federal Maritima (Beach) Gonzalo Guerrero 77710 Playa del Carmen, Q.R.",(984) 8032517,info@vidaaquatica.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER_SPORTS_IN_CANCUN,QUINTANA ROO,Yucatan Peninsula,21.17629,-86.871917,"Playa Blanca, 222, 77520 Canc�n, Q.R.",01 998 146 2214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET_SET_DIVING_ADVENTURES,QUINTANA ROO,Yucatan Peninsula,20.851674,-86.873531,Av. Javier Rojo G�mez and Ejercito Mexicano Puerto Morelos Q. Roo,(998) 2069204,info@wetset.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WILDLIFE_CONNECTION,JALISCO,Northwest Mexico,20.660938,-105.248567,"Avenida Paseo de la Marina Sur 214, 48335 Puerto Vallarta",01 322 225 3621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XANFARI,CAMPECHE,Yucatan Peninsula,18.78623,-90.660569,"MIGUEL COLORADO. CHAMPOTON, CAMPECHE",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XIBALBA_DIVE_CENTER,QUINTANA ROO,Yucatan Peninsula,20.212501,-87.456345,"Avenida Andromeda Oriente Manzana 7 Lote 7, Centro, 77780 Tulum, Q.R.",(984) 8712953,info@xibalbadivecenter.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XTC_DIVE_CENTER,QUINTANA ROO,Yucatan Peninsula,18.280482,-87.834736,"Km. 54 Camino Costero, Xcalak Q. R. M�xico",01 983 839 8865,info@XTCdivecenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YUCATAN_DIVE_CENTER,YUCATAN,Yucatan Peninsula,20.987015,-89.630921,"Calle 16 201H, Garc�a Giner�s, 97070 M�rida, Yuc.",(999) 9253854,info@yucatandive.com,MERIDA,6,52,6.666666667,2080,120,224640,55,11440.00001,72,62899.2,3203.200002,MEXICAN,15,Family business,1,4,10,"PADI, SDI, TDI, DAN",120,55,0,0,10,10,10,Yes,8,10,10
YUCATEK_DIVERS,QUINTANA ROO,Yucatan Peninsula,20.624837,-87.076052,"Avenida 15 Norte entre Calle 2 Y 4, Centro, 77710 Playa del Carmen, Q.R.",(984) 8031363,info@yucatek-divers.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZIHUATANEJO_DIVE_CENTER,GUERRERO,Mexican Pacific,17.636702,-101.560399,"La Noria #1 Col. Lazaro Cardenas Zihuatanejo, Gro 40880",755 131 0998,info@scubazihuatanejo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZONA_DE_BUCEO,QUINTANA ROO,Yucatan Peninsula,18.719825,-87.706593,"Calle Kohunlich Mz.8, Lt.38, Nuevo Mahahual, 77940 Mahahual, Q.R.",044 983 107 9385,acquantica@yahoo.com.mx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
